TXNAME	GENEID
ENSDART00000074540.6	ENSDARG00000052644.9
ENSDART00000178562.2	ENSDARG00000052644.9
ENSDART00000026767.9	ENSDARG00000011219.10
ENSDART00000089246.6	ENSDARG00000062056.8
ENSDART00000135410.2	ENSDARG00000062056.8
ENSDART00000139789.3	ENSDARG00000062056.8
ENSDART00000134715.3	ENSDARG00000062056.8
ENSDART00000147930.2	ENSDARG00000062056.8
ENSDART00000177426.2	ENSDARG00000062056.8
ENSDART00000147085.2	ENSDARG00000075459.5
ENSDART00000147936.2	ENSDARG00000075459.5
ENSDART00000132326.3	ENSDARG00000075459.5
ENSDART00000144568.2	ENSDARG00000075459.5
ENSDART00000133774.2	ENSDARG00000075459.5
ENSDART00000137664.2	ENSDARG00000075459.5
ENSDART00000111705.4	ENSDARG00000075459.5
ENSDART00000124762.3	ENSDARG00000029688.9
ENSDART00000078671.5	ENSDARG00000029688.9
ENSDART00000114383.3	ENSDARG00000079017.3
ENSDART00000025146.9	ENSDARG00000018621.11
ENSDART00000043843.7	ENSDARG00000030871.9
ENSDART00000165079.2	ENSDARG00000030871.9
ENSDART00000103025.5	ENSDARG00000100137.2
ENSDART00000170786.2	ENSDARG00000100137.2
ENSDART00000103955.5	ENSDARG00000070658.6
ENSDART00000056667.7	ENSDARG00000038802.8
ENSDART00000133381.2	ENSDARG00000038802.8
ENSDART00000142808.2	ENSDARG00000040988.7
ENSDART00000132468.3	ENSDARG00000040988.7
ENSDART00000060056.5	ENSDARG00000040988.7
ENSDART00000144649.3	ENSDARG00000040988.7
ENSDART00000126929.3	ENSDARG00000086849.3
ENSDART00000005842.7	ENSDARG00000017542.7
ENSDART00000158226.2	ENSDARG00000101642.2
ENSDART00000173687.2	ENSDARG00000059871.7
ENSDART00000083719.7	ENSDARG00000059871.7
ENSDART00000145480.3	ENSDARG00000074652.5
ENSDART00000132435.2	ENSDARG00000074652.5
ENSDART00000025241.5	ENSDARG00000044280.7
ENSDART00000111114.5	ENSDARG00000075785.6
ENSDART00000113780.4	ENSDARG00000079699.4
ENSDART00000162225.2	ENSDARG00000103699.3
ENSDART00000158790.2	ENSDARG00000103699.3
ENSDART00000168173.2	ENSDARG00000103699.3
ENSDART00000167211.2	ENSDARG00000103699.3
ENSDART00000163874.2	ENSDARG00000103699.3
ENSDART00000142826.3	ENSDARG00000078603.6
ENSDART00000112968.5	ENSDARG00000078603.6
ENSDART00000157062.2	ENSDARG00000071259.5
ENSDART00000153913.2	ENSDARG00000071259.5
ENSDART00000155261.2	ENSDARG00000097753.2
ENSDART00000161005.2	ENSDARG00000102973.2
ENSDART00000144799.2	ENSDARG00000063361.8
ENSDART00000175083.2	ENSDARG00000063361.8
ENSDART00000147159.2	ENSDARG00000059746.7
ENSDART00000144254.2	ENSDARG00000059746.7
ENSDART00000083395.7	ENSDARG00000059746.7
ENSDART00000127371.4	ENSDARG00000069099.6
ENSDART00000100276.4	ENSDARG00000069099.6
ENSDART00000138478.2	ENSDARG00000069099.6
ENSDART00000015333.8	ENSDARG00000002933.8
ENSDART00000144232.3	ENSDARG00000035595.6
ENSDART00000183051.1	ENSDARG00000035595.6
ENSDART00000129655.3	ENSDARG00000055737.5
ENSDART00000078128.4	ENSDARG00000055737.5
ENSDART00000184053.1	ENSDARG00000055737.5
ENSDART00000159594.2	ENSDARG00000098646.2
ENSDART00000139051.4	ENSDARG00000011818.8
ENSDART00000005548.6	ENSDARG00000011818.8
ENSDART00000161320.2	ENSDARG00000011818.8
ENSDART00000142705.4	ENSDARG00000045926.7
ENSDART00000067510.5	ENSDARG00000045926.7
ENSDART00000123845.4	ENSDARG00000062561.7
ENSDART00000157128.2	ENSDARG00000062561.7
ENSDART00000190146.1	ENSDARG00000062561.7
ENSDART00000147438.2	ENSDARG00000070455.6
ENSDART00000179726.1	ENSDARG00000070455.6
ENSDART00000170810.2	ENSDARG00000098787.2
ENSDART00000057179.7	ENSDARG00000039145.8
ENSDART00000192236.1	ENSDARG00000039145.8
ENSDART00000171563.2	ENSDARG00000039145.8
ENSDART00000134506.4	ENSDARG00000093874.4
ENSDART00000003929.7	ENSDARG00000018524.7
ENSDART00000167466.2	ENSDARG00000018524.7
ENSDART00000097648.5	ENSDARG00000067795.6
ENSDART00000138200.3	ENSDARG00000067795.6
ENSDART00000142782.2	ENSDARG00000067795.6
ENSDART00000141146.3	ENSDARG00000094995.3
ENSDART00000168553.2	ENSDARG00000094995.3
ENSDART00000158802.2	ENSDARG00000103208.2
ENSDART00000166492.2	ENSDARG00000103208.2
ENSDART00000137170.3	ENSDARG00000060861.8
ENSDART00000104298.5	ENSDARG00000070824.6
ENSDART00000142228.2	ENSDARG00000074201.5
ENSDART00000131809.2	ENSDARG00000074201.5
ENSDART00000144281.2	ENSDARG00000074201.5
ENSDART00000141421.2	ENSDARG00000074201.5
ENSDART00000135820.3	ENSDARG00000074201.5
ENSDART00000152870.3	ENSDARG00000019062.11
ENSDART00000145852.2	ENSDARG00000019062.11
ENSDART00000010329.9	ENSDARG00000019062.11
ENSDART00000112106.4	ENSDARG00000075858.4
ENSDART00000148955.2	ENSDARG00000014676.11
ENSDART00000082071.6	ENSDARG00000014676.11
ENSDART00000184700.1	ENSDARG00000014676.11
ENSDART00000188127.1	ENSDARG00000014676.11
ENSDART00000160511.2	ENSDARG00000079611.5
ENSDART00000113037.3	ENSDARG00000079611.5
ENSDART00000010362.8	ENSDARG00000013461.11
ENSDART00000127200.2	ENSDARG00000013461.11
ENSDART00000173027.2	ENSDARG00000105389.3
ENSDART00000173239.2	ENSDARG00000105389.3
ENSDART00000175424.2	ENSDARG00000105389.3
ENSDART00000184673.1	ENSDARG00000105389.3
ENSDART00000171338.2	ENSDARG00000103313.3
ENSDART00000153343.2	ENSDARG00000055930.7
ENSDART00000039829.6	ENSDARG00000037810.7
ENSDART00000073597.4	ENSDARG00000051889.4
ENSDART00000105711.6	ENSDARG00000020000.11
ENSDART00000022654.8	ENSDARG00000020000.11
ENSDART00000130585.4	ENSDARG00000020000.11
ENSDART00000148071.4	ENSDARG00000017437.9
ENSDART00000016530.6	ENSDARG00000017437.9
ENSDART00000129151.4	ENSDARG00000021455.12
ENSDART00000137392.2	ENSDARG00000021455.12
ENSDART00000132375.3	ENSDARG00000021455.12
ENSDART00000191023.1	ENSDARG00000021455.12
ENSDART00000130734.3	ENSDARG00000021455.12
ENSDART00000018228.9	ENSDARG00000017803.9
ENSDART00000076750.6	ENSDARG00000054542.8
ENSDART00000155140.3	ENSDARG00000054542.8
ENSDART00000146250.2	ENSDARG00000031888.7
ENSDART00000134640.2	ENSDARG00000031888.7
ENSDART00000139591.3	ENSDARG00000031888.7
ENSDART00000132129.3	ENSDARG00000031888.7
ENSDART00000049180.5	ENSDARG00000031888.7
ENSDART00000190640.1	ENSDARG00000031888.7
ENSDART00000192002.1	ENSDARG00000031888.7
ENSDART00000075414.7	ENSDARG00000053386.7
ENSDART00000112947.5	ENSDARG00000053386.7
ENSDART00000141766.2	ENSDARG00000004402.10
ENSDART00000105602.5	ENSDARG00000004402.10
ENSDART00000170751.2	ENSDARG00000102493.2
ENSDART00000185490.1	ENSDARG00000102493.2
ENSDART00000143847.2	ENSDARG00000058646.7
ENSDART00000081543.5	ENSDARG00000058646.7
ENSDART00000136741.2	ENSDARG00000092399.2
ENSDART00000135924.2	ENSDARG00000075726.5
ENSDART00000092138.8	ENSDARG00000063219.9
ENSDART00000092112.8	ENSDARG00000063219.9
ENSDART00000151573.2	ENSDARG00000063219.9
ENSDART00000151400.3	ENSDARG00000063219.9
ENSDART00000142464.2	ENSDARG00000111001.1
ENSDART00000180318.1	ENSDARG00000111001.1
ENSDART00000143811.3	ENSDARG00000060933.7
ENSDART00000131658.3	ENSDARG00000092133.3
ENSDART00000143799.3	ENSDARG00000092133.3
ENSDART00000097459.4	ENSDARG00000026081.9
ENSDART00000133892.2	ENSDARG00000110430.1
ENSDART00000135331.2	ENSDARG00000090724.3
ENSDART00000128198.3	ENSDARG00000090724.3
ENSDART00000114759.4	ENSDARG00000075178.4
ENSDART00000126018.3	ENSDARG00000068157.8
ENSDART00000098364.6	ENSDARG00000068157.8
ENSDART00000125175.3	ENSDARG00000068157.8
ENSDART00000023654.6	ENSDARG00000019963.9
ENSDART00000101726.4	ENSDARG00000069745.4
ENSDART00000146673.2	ENSDARG00000069745.4
ENSDART00000146103.2	ENSDARG00000074447.5
ENSDART00000193921.1	ENSDARG00000074447.5
ENSDART00000145107.3	ENSDARG00000019526.11
ENSDART00000146855.2	ENSDARG00000019526.11
ENSDART00000037997.6	ENSDARG00000027799.6
ENSDART00000140346.3	ENSDARG00000095915.2
ENSDART00000137933.2	ENSDARG00000003517.6
ENSDART00000131411.2	ENSDARG00000003517.6
ENSDART00000010683.6	ENSDARG00000003517.6
ENSDART00000154381.2	ENSDARG00000097059.2
ENSDART00000155956.3	ENSDARG00000039521.6
ENSDART00000153597.2	ENSDARG00000039521.6
ENSDART00000190814.1	ENSDARG00000039521.6
ENSDART00000169029.3	ENSDARG00000100942.3
ENSDART00000148319.4	ENSDARG00000036194.9
ENSDART00000173243.2	ENSDARG00000036194.9
ENSDART00000052569.7	ENSDARG00000036194.9
ENSDART00000137652.2	ENSDARG00000036194.9
ENSDART00000186872.1	ENSDARG00000036194.9
ENSDART00000181864.1	ENSDARG00000036194.9
ENSDART00000159984.2	ENSDARG00000104734.3
ENSDART00000163603.2	ENSDARG00000104734.3
ENSDART00000157682.3	ENSDARG00000104734.3
ENSDART00000187937.1	ENSDARG00000104734.3
ENSDART00000097626.3	ENSDARG00000067781.5
ENSDART00000066898.5	ENSDARG00000045487.6
ENSDART00000133551.2	ENSDARG00000045487.6
ENSDART00000174400.2	ENSDARG00000045487.6
ENSDART00000151329.2	ENSDARG00000059993.7
ENSDART00000012873.8	ENSDARG00000015312.8
ENSDART00000180483.1	ENSDARG00000015312.8
ENSDART00000138402.2	ENSDARG00000077139.6
ENSDART00000135769.2	ENSDARG00000077139.6
ENSDART00000145734.3	ENSDARG00000077139.6
ENSDART00000133706.2	ENSDARG00000077139.6
ENSDART00000138754.4	ENSDARG00000077139.6
ENSDART00000113176.4	ENSDARG00000077139.6
ENSDART00000058586.7	ENSDARG00000070108.6
ENSDART00000124543.3	ENSDARG00000070108.6
ENSDART00000013079.9	ENSDARG00000012194.10
ENSDART00000153152.2	ENSDARG00000012194.10
ENSDART00000067339.6	ENSDARG00000045815.7
ENSDART00000166351.2	ENSDARG00000100536.2
ENSDART00000173863.2	ENSDARG00000076117.5
ENSDART00000169291.2	ENSDARG00000076117.5
ENSDART00000113904.4	ENSDARG00000076117.5
ENSDART00000164568.2	ENSDARG00000098764.2
ENSDART00000166327.2	ENSDARG00000098764.2
ENSDART00000160265.2	ENSDARG00000098764.2
ENSDART00000164299.2	ENSDARG00000098764.2
ENSDART00000163740.2	ENSDARG00000098764.2
ENSDART00000050970.5	ENSDARG00000035185.7
ENSDART00000156230.3	ENSDARG00000035185.7
ENSDART00000150512.4	ENSDARG00000037550.10
ENSDART00000191306.1	ENSDARG00000037550.10
ENSDART00000181773.1	ENSDARG00000037550.10
ENSDART00000183231.1	ENSDARG00000037550.10
ENSDART00000135846.3	ENSDARG00000075542.6
ENSDART00000112256.4	ENSDARG00000075542.6
ENSDART00000176903.2	ENSDARG00000075542.6
ENSDART00000121826.4	ENSDARG00000087413.4
ENSDART00000189079.1	ENSDARG00000087413.4
ENSDART00000137647.2	ENSDARG00000073720.5
ENSDART00000090731.6	ENSDARG00000062612.8
ENSDART00000127153.4	ENSDARG00000062612.8
ENSDART00000012091.9	ENSDARG00000014017.11
ENSDART00000150739.3	ENSDARG00000045749.9
ENSDART00000067256.7	ENSDARG00000045749.9
ENSDART00000164771.3	ENSDARG00000045749.9
ENSDART00000146418.2	ENSDARG00000094243.2
ENSDART00000004379.7	ENSDARG00000020077.9
ENSDART00000051491.5	ENSDARG00000035521.8
ENSDART00000123635.4	ENSDARG00000035521.8
ENSDART00000148670.2	ENSDARG00000095947.4
ENSDART00000157464.3	ENSDARG00000095947.4
ENSDART00000163085.2	ENSDARG00000067545.6
ENSDART00000135909.3	ENSDARG00000067545.6
ENSDART00000143179.3	ENSDARG00000067545.6
ENSDART00000097214.5	ENSDARG00000067545.6
ENSDART00000133738.2	ENSDARG00000074610.5
ENSDART00000151809.2	ENSDARG00000114455.1
ENSDART00000135582.2	ENSDARG00000059965.7
ENSDART00000139154.2	ENSDARG00000059965.7
ENSDART00000144704.2	ENSDARG00000059965.7
ENSDART00000147245.2	ENSDARG00000059965.7
ENSDART00000160867.2	ENSDARG00000059965.7
ENSDART00000083957.6	ENSDARG00000059965.7
ENSDART00000193650.1	ENSDARG00000059965.7
ENSDART00000150136.2	ENSDARG00000021849.8
ENSDART00000032188.7	ENSDARG00000021849.8
ENSDART00000159611.4	ENSDARG00000102908.4
ENSDART00000173676.2	ENSDARG00000102908.4
ENSDART00000183559.1	ENSDARG00000102908.4
ENSDART00000132297.4	ENSDARG00000010070.11
ENSDART00000132810.2	ENSDARG00000010070.11
ENSDART00000145903.2	ENSDARG00000010070.11
ENSDART00000040066.7	ENSDARG00000010070.11
ENSDART00000149800.2	ENSDARG00000042180.6
ENSDART00000061828.6	ENSDARG00000042180.6
ENSDART00000058667.7	ENSDARG00000034577.10
ENSDART00000133279.2	ENSDARG00000034577.10
ENSDART00000085738.6	ENSDARG00000060671.8
ENSDART00000164914.2	ENSDARG00000060671.8
ENSDART00000136849.2	ENSDARG00000069707.6
ENSDART00000179679.1	ENSDARG00000069707.6
ENSDART00000146897.2	ENSDARG00000026185.6
ENSDART00000036813.6	ENSDARG00000026185.6
ENSDART00000132827.2	ENSDARG00000059690.7
ENSDART00000083241.5	ENSDARG00000059690.7
ENSDART00000162580.2	ENSDARG00000099148.2
ENSDART00000172515.2	ENSDARG00000099148.2
ENSDART00000164310.2	ENSDARG00000099148.2
ENSDART00000161606.2	ENSDARG00000099148.2
ENSDART00000137667.2	ENSDARG00000079905.6
ENSDART00000147589.3	ENSDARG00000079905.6
ENSDART00000146959.2	ENSDARG00000079905.6
ENSDART00000138266.2	ENSDARG00000079905.6
ENSDART00000136580.2	ENSDARG00000079905.6
ENSDART00000143239.3	ENSDARG00000079905.6
ENSDART00000040754.8	ENSDARG00000079905.6
ENSDART00000175009.2	ENSDARG00000079905.6
ENSDART00000132466.5	ENSDARG00000074575.7
ENSDART00000138113.2	ENSDARG00000074575.7
ENSDART00000127075.3	ENSDARG00000097491.2
ENSDART00000187921.1	ENSDARG00000097491.2
ENSDART00000062793.5	ENSDARG00000042780.6
ENSDART00000142729.2	ENSDARG00000074695.6
ENSDART00000109266.5	ENSDARG00000074695.6
ENSDART00000170587.2	ENSDARG00000099332.2
ENSDART00000166191.2	ENSDARG00000096587.4
ENSDART00000152515.2	ENSDARG00000096587.4
ENSDART00000171640.2	ENSDARG00000096587.4
ENSDART00000066924.8	ENSDARG00000045510.8
ENSDART00000066925.6	ENSDARG00000045510.8
ENSDART00000193020.1	ENSDARG00000045510.8
ENSDART00000144013.2	ENSDARG00000044074.7
ENSDART00000185815.1	ENSDARG00000044074.7
ENSDART00000184129.1	ENSDARG00000044074.7
ENSDART00000064701.6	ENSDARG00000044074.7
ENSDART00000155689.2	ENSDARG00000062949.6
ENSDART00000091549.6	ENSDARG00000062949.6
ENSDART00000019949.9	ENSDARG00000011170.12
ENSDART00000165021.3	ENSDARG00000011170.12
ENSDART00000134888.3	ENSDARG00000078947.5
ENSDART00000131320.2	ENSDARG00000078947.5
ENSDART00000114911.4	ENSDARG00000078947.5
ENSDART00000148100.3	ENSDARG00000078947.5
ENSDART00000137816.3	ENSDARG00000078947.5
ENSDART00000182462.1	ENSDARG00000078947.5
ENSDART00000139016.4	ENSDARG00000076959.7
ENSDART00000114241.4	ENSDARG00000076959.7
ENSDART00000176910.2	ENSDARG00000076959.7
ENSDART00000169037.2	ENSDARG00000099563.2
ENSDART00000162308.2	ENSDARG00000099563.2
ENSDART00000156309.3	ENSDARG00000039309.7
ENSDART00000156640.2	ENSDARG00000039309.7
ENSDART00000156809.3	ENSDARG00000039309.7
ENSDART00000101661.5	ENSDARG00000059059.7
ENSDART00000183273.1	ENSDARG00000059059.7
ENSDART00000157582.2	ENSDARG00000059059.7
ENSDART00000140019.3	ENSDARG00000091699.5
ENSDART00000161950.3	ENSDARG00000091699.5
ENSDART00000137688.2	ENSDARG00000093503.2
ENSDART00000000877.7	ENSDARG00000044279.4
ENSDART00000046003.7	ENSDARG00000034160.7
ENSDART00000145789.4	ENSDARG00000078908.7
ENSDART00000177298.2	ENSDARG00000078908.7
ENSDART00000137189.5	ENSDARG00000092638.6
ENSDART00000151254.2	ENSDARG00000092638.6
ENSDART00000169246.3	ENSDARG00000092638.6
ENSDART00000190583.1	ENSDARG00000092638.6
ENSDART00000189521.1	ENSDARG00000092638.6
ENSDART00000122645.3	ENSDARG00000019941.8
ENSDART00000179670.1	ENSDARG00000019941.8
ENSDART00000004920.8	ENSDARG00000019941.8
ENSDART00000024576.9	ENSDARG00000008447.11
ENSDART00000149350.2	ENSDARG00000008447.11
ENSDART00000146735.4	ENSDARG00000058219.8
ENSDART00000126815.4	ENSDARG00000089507.5
ENSDART00000185610.1	ENSDARG00000089507.5
ENSDART00000138344.3	ENSDARG00000068640.5
ENSDART00000135302.2	ENSDARG00000068640.5
ENSDART00000077161.4	ENSDARG00000068640.5
ENSDART00000146779.3	ENSDARG00000045886.7
ENSDART00000149590.2	ENSDARG00000045886.7
ENSDART00000149213.2	ENSDARG00000045886.7
ENSDART00000169044.2	ENSDARG00000092404.4
ENSDART00000145931.3	ENSDARG00000092404.4
ENSDART00000161657.2	ENSDARG00000102834.2
ENSDART00000110470.4	ENSDARG00000077580.4
ENSDART00000161749.2	ENSDARG00000077580.4
ENSDART00000193976.1	ENSDARG00000077580.4
ENSDART00000193660.1	ENSDARG00000077580.4
ENSDART00000162374.2	ENSDARG00000099235.2
ENSDART00000057434.6	ENSDARG00000099235.2
ENSDART00000021384.9	ENSDARG00000004336.10
ENSDART00000101619.3	ENSDARG00000004336.10
ENSDART00000080313.4	ENSDARG00000057606.4
ENSDART00000125423.4	ENSDARG00000000183.15
ENSDART00000126784.3	ENSDARG00000000183.15
ENSDART00000000192.10	ENSDARG00000000183.15
ENSDART00000128276.2	ENSDARG00000097024.2
ENSDART00000190222.1	ENSDARG00000097024.2
ENSDART00000078755.5	ENSDARG00000056284.7
ENSDART00000136789.2	ENSDARG00000063309.7
ENSDART00000092343.6	ENSDARG00000063309.7
ENSDART00000184682.1	ENSDARG00000063309.7
ENSDART00000102501.5	ENSDARG00000070055.6
ENSDART00000141892.3	ENSDARG00000070055.6
ENSDART00000134200.2	ENSDARG00000070055.6
ENSDART00000131628.2	ENSDARG00000070055.6
ENSDART00000140711.3	ENSDARG00000036212.8
ENSDART00000111409.3	ENSDARG00000036212.8
ENSDART00000090611.6	ENSDARG00000023600.7
ENSDART00000152406.2	ENSDARG00000023600.7
ENSDART00000019350.9	ENSDARG00000033965.8
ENSDART00000144336.3	ENSDARG00000033965.8
ENSDART00000126395.2	ENSDARG00000033965.8
ENSDART00000135757.2	ENSDARG00000033965.8
ENSDART00000164270.2	ENSDARG00000076713.6
ENSDART00000135088.3	ENSDARG00000076713.6
ENSDART00000099619.6	ENSDARG00000076713.6
ENSDART00000156317.3	ENSDARG00000076713.6
ENSDART00000164656.2	ENSDARG00000076713.6
ENSDART00000149764.2	ENSDARG00000016263.12
ENSDART00000135644.2	ENSDARG00000016263.12
ENSDART00000147702.4	ENSDARG00000016263.12
ENSDART00000003497.11	ENSDARG00000016263.12
ENSDART00000179698.1	ENSDARG00000016263.12
ENSDART00000060117.5	ENSDARG00000041024.7
ENSDART00000190774.1	ENSDARG00000041024.7
ENSDART00000137228.2	ENSDARG00000094316.2
ENSDART00000146680.3	ENSDARG00000078251.6
ENSDART00000192497.1	ENSDARG00000078251.6
ENSDART00000154414.2	ENSDARG00000070673.4
ENSDART00000153522.2	ENSDARG00000070673.4
ENSDART00000122424.3	ENSDARG00000101176.2
ENSDART00000192843.1	ENSDARG00000101176.2
ENSDART00000155112.3	ENSDARG00000077052.6
ENSDART00000103486.5	ENSDARG00000077052.6
ENSDART00000083134.6	ENSDARG00000059657.6
ENSDART00000124360.3	ENSDARG00000088453.3
ENSDART00000122423.3	ENSDARG00000087873.3
ENSDART00000131438.2	ENSDARG00000061904.7
ENSDART00000143185.2	ENSDARG00000061904.7
ENSDART00000134796.2	ENSDARG00000061904.7
ENSDART00000183197.1	ENSDARG00000061904.7
ENSDART00000191595.1	ENSDARG00000061904.7
ENSDART00000010517.8	ENSDARG00000013274.8
ENSDART00000123244.3	ENSDARG00000097231.2
ENSDART00000187418.1	ENSDARG00000097231.2
ENSDART00000148339.2	ENSDARG00000003867.9
ENSDART00000140098.2	ENSDARG00000003867.9
ENSDART00000176938.2	ENSDARG00000003867.9
ENSDART00000142223.3	ENSDARG00000037154.7
ENSDART00000054020.6	ENSDARG00000037154.7
ENSDART00000063601.8	ENSDARG00000043322.8
ENSDART00000140140.4	ENSDARG00000055138.7
ENSDART00000131528.2	ENSDARG00000055138.7
ENSDART00000192741.1	ENSDARG00000055138.7
ENSDART00000077447.4	ENSDARG00000055138.7
ENSDART00000192602.1	ENSDARG00000055138.7
ENSDART00000156445.4	ENSDARG00000089887.5
ENSDART00000124677.3	ENSDARG00000089887.5
ENSDART00000155251.2	ENSDARG00000114236.1
ENSDART00000127797.3	ENSDARG00000097979.2
ENSDART00000131430.2	ENSDARG00000040261.9
ENSDART00000105394.3	ENSDARG00000040261.9
ENSDART00000188636.1	ENSDARG00000040261.9
ENSDART00000031356.7	ENSDARG00000025150.8
ENSDART00000154146.2	ENSDARG00000088000.4
ENSDART00000156103.2	ENSDARG00000088000.4
ENSDART00000138703.2	ENSDARG00000027523.8
ENSDART00000053539.6	ENSDARG00000036869.7
ENSDART00000101977.5	ENSDARG00000069843.5
ENSDART00000132488.2	ENSDARG00000053279.6
ENSDART00000075312.6	ENSDARG00000053279.6
ENSDART00000027242.6	ENSDARG00000017168.6
ENSDART00000141906.2	ENSDARG00000016699.9
ENSDART00000136594.3	ENSDARG00000052482.8
ENSDART00000172980.2	ENSDARG00000052482.8
ENSDART00000173073.2	ENSDARG00000052482.8
ENSDART00000143660.2	ENSDARG00000111670.1
ENSDART00000150897.2	ENSDARG00000096257.2
ENSDART00000185755.1	ENSDARG00000096257.2
ENSDART00000052091.7	ENSDARG00000035880.7
ENSDART00000064111.6	ENSDARG00000043663.6
ENSDART00000140574.2	ENSDARG00000059897.9
ENSDART00000131732.5	ENSDARG00000059897.9
ENSDART00000083790.6	ENSDARG00000059897.9
ENSDART00000138217.2	ENSDARG00000093745.2
ENSDART00000009028.10	ENSDARG00000007276.10
ENSDART00000151009.2	ENSDARG00000096322.3
ENSDART00000132530.3	ENSDARG00000012642.10
ENSDART00000186328.1	ENSDARG00000012642.10
ENSDART00000145387.2	ENSDARG00000062325.7
ENSDART00000123444.3	ENSDARG00000086383.5
ENSDART00000144101.2	ENSDARG00000059815.7
ENSDART00000083569.5	ENSDARG00000059815.7
ENSDART00000047653.8	ENSDARG00000034718.9
ENSDART00000130352.3	ENSDARG00000034718.9
ENSDART00000048320.7	ENSDARG00000034718.9
ENSDART00000146595.3	ENSDARG00000092387.3
ENSDART00000138776.2	ENSDARG00000023920.11
ENSDART00000132047.2	ENSDARG00000023920.11
ENSDART00000127203.4	ENSDARG00000023920.11
ENSDART00000034550.9	ENSDARG00000023920.11
ENSDART00000189849.1	ENSDARG00000023920.11
ENSDART00000193258.1	ENSDARG00000023920.11
ENSDART00000111997.3	ENSDARG00000078206.3
ENSDART00000190998.1	ENSDARG00000078206.3
ENSDART00000140456.3	ENSDARG00000092238.4
ENSDART00000163849.2	ENSDARG00000098291.2
ENSDART00000164778.2	ENSDARG00000098291.2
ENSDART00000146706.3	ENSDARG00000078593.5
ENSDART00000078893.7	ENSDARG00000025091.11
